LEVEL_2 ;kommerceskij-klining;
2007;category_id=87_88_768;uhod-za-orgtehnikoj;<a href='https://specsintez.com/index.php?route=product/category&path=87_88_768'>on site</a>;<a href='https://specsintez.com/uhod-za-orgtehnikoj'>on site SEO URL</a>

LEVEL_1 ;klining;
LEVEL_2 ;kommerceskij-klining;
2008;category_id=87_88_93;uborka-sanitarnyh-komnat;<a href='https://specsintez.com/index.php?route=product/category&path=87_88_93'>on site</a>;<a href='https://specsintez.com/uborka-sanitarnyh-komnat'>on site SEO URL</a>

LEVEL_1 ;klining;
LEVEL_2 ;kommerceskij-klining;
2009;category_id=87_88_1394;protiv-zasorov-trub;<a href='https://specsintez.com/index.php?route=product/category&path=87_88_1394'>on site</a>;<a href='https://specsintez.com/protiv-zasorov-trub'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;zeleznodoroznyj-transport;
2012;category_id=94_95_96;detali-kolesnye-pary-podvagonnoe-prostranstvo;<a href='https://specsintez.com/index.php?route=product/category&path=94_95_96'>on site</a>;<a href='https://specsintez.com/detali-kolesnye-pary-podvagonnoe-prostranstvo'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;zeleznodoroznyj-transport;
2013;category_id=94_95_97;vnutrennaa-uborka-podviznogo-sostava;<a href='https://specsintez.com/index.php?route=product/category&path=94_95_97'>on site</a>;<a href='https://specsintez.com/vnutrennaa-uborka-podviznogo-sostava'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;zeleznodoroznyj-transport;
2014;category_id=94_95_98;uborka-depo-remontnyh-zon;<a href='https://specsintez.com/index.php?route=product/category&path=94_95_98'>on site</a>;<a href='https://specsintez.com/uborka-depo-remontnyh-zon'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;zeleznodoroznyj-transport;
2015;category_id=94_95_851;sredstva-licnoj-gigieny-dla-personala;<a href='https://specsintez.com/index.php?route=product/category&path=94_95_851'>on site</a>;<a href='https://specsintez.com/sredstva-licnoj-gigieny-dla-personala'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;zeleznodoroznyj-transport;
2016;category_id=94_95_864;uborka-vokzalov-administrativnyh-zdanij;<a href='https://specsintez.com/index.php?route=product/category&path=94_95_864'>on site</a>;<a href='https://specsintez.com/uborka-vokzalov-administrativnyh-zdanij'>on site SEO URL</a>

LEVEL_1 ;ucrezdenia-zdravoohranenia;
LEVEL_2 ;dezinfekcia-poverhnostej;
2017;category_id=131_132_1491;tekusaa-i-generalʹnaa-uborki;<a href='https://specsintez.com/index.php?route=product/category&path=131_132_1491'>on site</a>;<a href='https://specsintez.com/tekusaa-i-generalʹnaa-uborki'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;zeleznodoroznyj-transport;
2018;category_id=94_95_99;naruznaa-mojka-podviznogo-sostava;<a href='https://specsintez.com/index.php?route=product/category&path=94_95_99'>on site</a>;<a href='https://specsintez.com/naruznaa-mojka-podviznogo-sostava'>on site SEO URL</a>

LEVEL_1 ;ucrezdenia-zdravoohranenia;
LEVEL_2 ;obrabotka-izdelij-medicinskogo-naznacenia;
2019;category_id=131_133_1513;pso-rucnym-sposobom;<a href='https://specsintez.com/index.php?route=product/category&path=131_133_1513'>on site</a>;<a href='https://specsintez.com/pso-rucnym-sposobom'>on site SEO URL</a>

LEVEL_1 ;ucrezdenia-zdravoohranenia;
LEVEL_2 ;obrabotka-izdelij-medicinskogo-naznacenia;
2020;category_id=131_133_1514;pso-v-uz-ustanovkah;<a href='https://specsintez.com/index.php?route=product/category&path=131_133_1514'>on site</a>;<a href='https://specsintez.com/pso-v-uz-ustanovkah'>on site SEO URL</a>

LEVEL_1 ;ucrezdenia-zdravoohranenia;
LEVEL_2 ;obrabotka-izdelij-medicinskogo-naznacenia;
2021;category_id=131_133_1515;ocistka-v-avtomaticeskih-masinah;<a href='https://specsintez.com/index.php?route=product/category&path=131_133_1515'>on site</a>;<a href='https://specsintez.com/ocistka-v-avtomaticeskih-masinah'>on site SEO URL</a>

LEVEL_1 ;ucrezdenia-zdravoohranenia;
LEVEL_2 ;obrabotka-izdelij-medicinskogo-naznacenia;
2022;category_id=131_133_1516;sterilizacia;<a href='https://specsintez.com/index.php?route=product/category&path=131_133_1516'>on site</a>;<a href='https://specsintez.com/sterilizacia'>on site SEO URL</a>

LEVEL_1 ;ucrezdenia-zdravoohranenia;
LEVEL_2 ;obrabotka-endoskopov;
2023;category_id=131_135_1517;sterilizacia;<a href='https://specsintez.com/index.php?route=product/category&path=131_135_1517'>on site</a>;<a href='https://specsintez.com/sterilizacia'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;avtotransport-i-vodnyj-transport;
2025;category_id=94_100_101;gruzovoj-transport;<a href='https://specsintez.com/index.php?route=product/category&path=94_100_101'>on site</a>;<a href='https://specsintez.com/gruzovoj-transport'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;avtotransport-i-vodnyj-transport;
2026;category_id=94_100_102;legkovoj-transport;<a href='https://specsintez.com/index.php?route=product/category&path=94_100_102'>on site</a>;<a href='https://specsintez.com/legkovoj-transport'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;avtotransport-i-vodnyj-transport;
2027;category_id=94_100_103;obsestvennyj-transport;<a href='https://specsintez.com/index.php?route=product/category&path=94_100_103'>on site</a>;<a href='https://specsintez.com/obsestvennyj-transport'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;avtotransport-i-vodnyj-transport;
2028;category_id=94_100_105;vodnyj-transport;<a href='https://specsintez.com/index.php?route=product/category&path=94_100_105'>on site</a>;<a href='https://specsintez.com/vodnyj-transport'>on site SEO URL</a>

LEVEL_1 ;transport;
LEVEL_2 ;avtotransport-i-vodnyj-transport;
2029;category_id=94_100_107;klining-portov-recnyh-vokzalov-administrativnyh-zdanij;<a href='https://specsintez.com/index.php?route=product/category&path=94_100_107'>on site</a>;<a href='https://specsintez.com/klining-portov-recnyh-vokzalov-administrativnyh-zdanij'>on site SEO URL</a>

LEVEL_1 ;ucrezdenia-zdravoohranenia;
LEVEL_2 ;obrabotka-izdelij-medicinskogo-naznacenia;
